español,tailandés,Add Reverse
la gestión,การบริหาร จัดการ,y
la glándula,ต่อม,y
la glándula tiroides,ต่อมไทรอยด์,y
la golosina,ลูกกวาด,y
la goma,ยาง,y
la gota,หยด(น้ำ) (คำนาม),y
la granada,ทับทิม,y
la grapadora,ที่เย็บกระดาษ,y
la gripe,ไข้หวัดใหญ่,y
la gripe del pollo / la gripe aviar,ไข้หวัดนก,y
la grulla,นกกระเรียน,y
la grúa,รถเครน รถลากจูง,y
la guardia de tráfico,ตำรวจจราจร (รักษากฎหมาย),y
la haba,ถั่วฝัก ถั่วปากอ้า,y
la hamaca,เปลญวน,y
la harina,แป้ง,y
la hebilla,หัวเข็มขัด,y
la hembra,ตัวเมีย,y
la hepatitis,โรคตับอักเสบ,y
la herida,แผลบาดเจ็บ,y
la hermanastra,พี่สาวน้องสาวต่างพ่อแม่,y
la hermorragia nasal,เลือดกำเดา,y
la hernia discal,โรคหมอนรองกระดูกทับเส้นประสาท,y
la hijastra,ลูกติดผู้หญิง,y
la hipoteca,การจำนอง,y
la hipotermia,ภาวะตัวเย็นเกิน,y
la hoguera,กองไฟ,y
la horma,แม่พิมพ์รองเท้า,y
la hormiga,มด,y
la hortofruticultura,การทำเกษตรกรรม (!a),y
la hucha,กระปุกออมสิน,y
la huelga,ประท้วง (สไตรค์),y
la huerta,ที่ดินเพาะปลูก ไร่นา,y
la humillación,ความน่าละอายใจ ความอัปยศอดสู,y
la ikurriña,ธงแคว้นบาสก์,y
la inauguración,งานเปิดตัว,y
la incertidumbre,ความไม่แน่นอน ความไม่มั่นใจ (!~dad),y
la incineración,การเผาศพ,
la incredulidad,ความไม่เชื่อถือ ความกังขา ความสงสัย (!~e),y
la infracción,การละเมิด การทำผิดกฎหมาย (!v),y
la ingle,ขาหนีบ ต้นขา ง่ามขา,y
la iniciativa,การริเริ่ม ความเป็นผู้นำ,y
la intervención,การแทรกแซง,y
la intriga,แผนชั่ว แผนร้าย พล็อตเรื่อง ความขี้สงสัย,y
la ira,ความโกรธแค้น,y
la isla de Pascua,เกาะอีสเตอร์,y
la isleta,เกาะกลางถนน,y
la jarapa,ผ้าถักหลายสี (ทางละตินฯ),y
la jefatura,ความเป็นผู้นำ,y
la jerarquía,ความเป็นลำดับขั้น (en: hierarchy),y
la jeringa,เข็มฉีดยา,y
la judía,ถั่ว ถั่วแขก,y
la ladera,ชันของภูเขา,y
la laguna,ทะเลสาบ จุดอ่อน ช่องโหว่,y
la lanzadera,ชัตเติลบัส,y
la lavadora,เครื่องซักผ้า,y
la lealtad,ความซื่อสัตย์ (l),y
la leche condensada,นมข้นหวาน,y
la leguminosa,พืชตระกูลถั่ว,y
la lejía,น้ำยาทำความสะอาด,y
la lengua vehicular,ภาษากลาง,y
la leña,หลัว ฟืน,y
la libra,ปอนด์,y
la libreta,สมุดบันทึก,y
la licuadora,เครื่องปั่น,y
la liebre,กระต่ายป่า,y
la lima de uñas,ตะไบเล็บ,y
la litera,เตียงสองชั้น,y
la llaga,แผลเปื่อย,y
la llanta,ล้อรถ (เฉพาะด้านใน),y
la llanura,ที่ราบ,y
la llave inglesa,ประแจ,y
la llovizna,ฝนอ่อย,y
la loma,ภูเขาลูกเล็ก ๆ,y
la lombriz,หนอน (!o),y
la longaniza,ไส้กรอก,y
la losa,แผ่นหิน (ที่ใช้ทำพื้นอาคาร),y
la luna de miel,ฮันนีมูน,y
la lupa,แว่นขยาย,y
la lápida,ศิลาหน้าหลุมศพ,y
la maceta,กระถางต้นไม้,y
la madera,ไม้,y
la madrastra,แม่เลี้ยง (จากพ่อแต่งงานใหม่),y
la madrina,แม่ทูลหัว,y
la magdalena,คัปเค้ก,y
la mampara,ฉากกั้น,y
la manada,ฝูง,y
la mancha,รอยเปื้อน จุดด่าง,y
la mandíbula,กราม,y
la manecilla (de coche),ที่เปิดประตูรถ,y
la manecilla (de reloj),เข็มนาฬิกา,y
la manga,แขนเสื้อ,y
la mangosta,พังพอน,y
la manguera,สายยาง,y
la manicura,การตกแต่งเล็บ,y
la manivera,ด้ามจับ (คานจับสำหรับหมุน),y
la manta,ผ้าห่ม,y
la manteca de cacahuete,เนยถั่ว,y
la manía,นิสัยเฉพาะ (くせ),y
la marcha atrás,เกียร์ถอยหลัง หลั่งนอก,y
la mariquita,แมลงเต่าทอง,y
la marquesina,กันสาด,y
la masa (de pastel),แป้งเค้ก (ที่ยังไม่ได้อบ) (ja: 生地),y
la matrícula (de coche),ทะเบียนรถ,y
la mecedora,เก้าอี้โยก,y
la mecha,ไส้ตะเกียง ฟิวส์ เชื้อเพลิง,y
la medalla de bronce,เหรียญทองแดง,y
la medalla de oro,เหรียญทอง,y
la medalla de plata,เหรียญเงิน,y
la mediana,ส่วนที่อยู่ระหว่างเลนถนน เกาะกลาง,y
la medida,วิธีการ,
la medusa,แมงกระพรุน,y
la mejilla,แก้ม,y
la merluza,ปลาเฮก,y
la mermelada,แยม,y
la meseta,ที่ราบสูง,y
la mesita de noche,โต๊ะข้างเตียง,y
la meta,เส้นชัย,y
la metalurgia,การแยกโลหะออกจากแร่ โลหวิทยา,y
la meteorología,อุตุนิยมวิทยา,y
la metodología,วิธีการ ขั้นตอน (en: methodology),y
la metralleta,ปืนกลมือ (!s),y
la mezquita,มัสยิด,y
la mina,เหมืองแร่,y
la mina de grafito,ไส้ดินสอกด,y
la miniatura,ภาพธัมบ์เนล ภาพตัวอย่าง,y
la mirilla,ตาแมว,y
la moción de censura,การอภิปรายไม่ไว้วางใจ,y
la modestia,ความถ่อมตัว ความเรียบร้อย,
la montaña rusa,รถไฟเหาะ,y
la mora,แบล็กเบอร์รี,y
la morcilla,ไส้กรอกเลือด,y
la mordedura,แผลโดนกัด,y
la morsa,วอร์รัส,y
la mostaza,มัสตาร์ด,y
la mozzarella,ชีสมอสซาเรลลา,y
la mudanza,การย้ายบ้าน,y
la muela,ฟันกราม,y
la mugre,ขี้ดิน,y
la mula,ล่อ (สัตว์),y
la multa,ค่าปรับ,y
la munición,อาวุธยุทธภัณฑ์,y
la muralla,กำแพงเมือง,y
la muñeca (del cuerpo),ข้อมือ,y
la nana,เพลงกล่อมเด็ก,y
la nata montada,วิปครีม,y
la navaja,มีดพับ,y
la nave,ยาน เรือ,y
la nave (de la iglesia),โถงแนวหลัก โถงทางเดินหลัก (ของโบสถ์),y
la nevera,ตู้เย็น,y
la niebla,หมอก,y
la nieta,หลานสาวของปู่ย่าตายาย,y
la noria,กังหัน กังหันน้ำ ชิงช้าสวรรค์,y
la nuca,หลังคอ ง่อน (๒),y
la nuera,ลูกสะใภ้,y
la nuez,นัท วอลนัท,y
la nutria,นาก,y
la nómina,เงินเดือน (n),y
la objeción,การเห็นต่าง การคัดค้าน,y
la obra (de construcción),ไซต์ก่อสร้าง,y
la ojera,ถุงใต้ตา,y
la onomástica,วิสามานยนามศาสตร์,y
la onza,ออนซ์,y
la oración,โฮมรูม การกล่าวปราศรัย,y
la orilla del mar,ชายทะเล,y
la oruga,หนอนผีเสื้อ,y
la pacotilla,ขยะไร้ค่า,y
la pajarita,โบว์หูกระต่าย,y
la pajita,หลอดดูด,y
la pala,จอบ,y
la palabrería,คำพูด คุยโว,y
la palabrota,คำหยาบคาย,y
la palanca,คาน คันโยก,y
la pana,ผ้าสักหลาดที่เป็นริ้ว,y
la pancarta,ป้ายประกาศ,
la pandilla,แก๊งอันธพาล,y
la pantorrilla,น่อง (ล่างขา),y
la papelera,ถังขยะ (p),y
la parrilla,เตาปิ้ง,y
la pasa,ลูกเกด,y
la pasantía,การฝึกงาน การลองงาน,y
la pasarela,แคทวอล์ก ทางผ่าน,y
la pastelería,ร้านขนมเค้ก,y
la pata,ขา<br>(ไม่ใช่ pierna),y
la pata palmeada,เท้าเป็นพังผืด,y
la patada,การเตะ,y
la patera,เรือบดเล็ก (เช่น เรือขนผู้อพยพ),y
la patilla,จอน (เคราด้านข้าง),y
la patria,บ้านเกิด ภูมิลำเนา,y
la patrulla,สายตรวจ ตำรวจลาดตระเวน,y
la peca,โหนกแก้ม,y
la pechuga,อก (เนื้อสัตว์),y
la peculiaridad,ลักษณะเฉพาะ,
la pedagogía,ครุศาสตร์ ศึกษาศาสตร์,y
la pedicura,การตกแต่งเท้า,y
la pegatina,สติกเกอร์ (!a),y
la pelota (personalidad),ขี้ประจบ,
la peluca,วิกผม,y
la peonza,ลูกข่าง,y
la percha,ไม้แขวนเสื้อ,y
la pereza,ความขี้เกียจ,y
la perilla,ปุ่มหมุน,y
la pernera,ขา (กางเกง),y
la persecución,การไล่จับ การติดตามตัว,y
la persiana,ม่านบังแดด,y
la pesadilla,ฝันร้าย,y
la pescadería,ร้านขายปลา,y
la pestaña,ขนตา,y
la petanca,เปตอง,y
la pezuña,กีบม้า อุ้งเท้า,y
la pica (de una carta),(ไพ่) โพธิ์ดำ,y
la picadura,แผลแมลงต่อย,y
la piedad,ความเมตตา ความเอ็นดู,y
la piedra (enfermedad),นิ่ว,y
la pierna,ขา,y
la pimienta,พริกไทย,y
la pintura al óleo,ภาพวาดสีน้ำมัน,y
la pinza,กิ๊บหนีบ,y
la pinza de depilar,แหนบ,y
la pipa,ไปป์,y
la piratería,การคัดลอกซอฟต์แวร์แบบละเมิดลิขสิทธิ์,y
la pitahaya,แก้วมังกร,y
la pizarra,กระดานดำ,y
la piña (!anana),ผลของต้นสน,y
la piñata,ฟัน,
la placa,ป้ายชื่อ แผ่นป้าย,y
la planta (parte de cuerpo),ฝ่าเท้า,y
la polilla,ผีเสื้อกลางคืน,y
la porcelana,เครื่องปั้นดินเผาเคลือบ,y
la potasa,ด่าง โพแทช,y
la pradera,สนามหญ้า (๓),y
la premisa,สมมติฐาน,
la premonición,การเตือนล่วงหน้า การสังหรณ์ใจ,y
la presa,เหยื่อ,y
la preservación,การทำเป็นประจำ,y
la prestación,ฟีเจอร์ ข้อดี ความสามารถ,y
la prima,ลูกพี่ลูกน้องผู้หญิง,y
la profundidad,ความลึก,y
la promiscuidad,ความสำส่อน,y
la propina,ทิบ (เงิน),y
la proteína,โปรตีน,y
la prueba,หลักฐาน,
la próstata,ต่อมลูกหมาก,y
la pupila,รูม่านตา,y
la purpurina,กากเพชร (p),y
la pérdida,ความสูญเสีย,y
la píldora,ยาเม็ด,y
la pólvora,ดินปืน,y
la quemadura,แผลพุพอง,y
la quiebra,การล้มละลาย,y
la quimioterapia,บำบัดเคมี คีโม,y
la rabia,ความโกรธ,y
la rampa,ทางลาด ทางลาดคนพิการ,y
la rana,กบ,y
la ranura,ช่อง (ช่องใส่เหรียญ สลอต),y
la rasqueta,คราด,y
la raya,ปลากระเบน,y
la raíz,ราก,y
la rebanada,ขนมปังหั่นชิ้น,y
la rebelión,การก่อกบฎ,y
la receta,สูตรอาหาร,y
la recopilación,การเก็บ รวบรวม (en: collection),y
la redada,การจับกุม (!p!d),y
la regla (de la mujer),เมน ประจำเดือน,
la regla (papelería),ไม้บรรทัด,y
la rejilla,ตะแกรง ลูกกรง,y
la remolacha,บีตรูต,y
la repisa de la ventana,ขอบหน้าต่าง (เอาไว้วางของได้),y
la represalia,การโต้ตอบด้วยกำลังทหาร การแก้แค้น,y
la repulsión,แรงผลัก ความรู้สึกรังเกียจ,y
la resaca,การเมาค้าง,y
la reseña,บทวิจารณ์,y
la retroalimentación,ฟีดแบ็ก ผลตอบรับ (en: feedback),y
la reverencia,การโค้งคำนับ ความเคารพ ความนับถือ,y
la revista,นิตยสาร,y
la riñonera,กระเป๋าสะพายหรือคาดเอวที่ใช้เก็บเงิน,y
la rodilla,หัวเข่า,y
la ronquera,เสียงแหบ,y
la rosca,วงแหวน โดนัท,y
la rotonda,วงเวียน (จราจร),y
la rotura,การแตกหัก ชำรุดทรุดโทรม,y
la rueda,ล้อรถ (รวมยาง),y
la rueda de prensa,งานแถลงข่าว,y
la ruptura,การแตกหัก การเลิกคบ,y
la sanción,การลงโทษ,y
la sangría (en texto),(คำนาม) ย่อหน้า (tab),y
la sartén,กระทะ,y
la secadora,เครื่องอบผ้า,y
la seda,ไหม ผ้าไหม,y
la sede,สำนักงานใหญ่ สถานที่จัดงาน,y
la sedición,การก่อจลาจล,y
la selva,ป่าดงดิบ,y
la selva tropical,ป่าฝน ป่าดิบชื้น,y
la senda,ทางเดินแคบ (เช่น ในเดินเขา),y
la sepia,ปลาหมึก (s),y
la septentrión,ทิศเหนือ (!n),y
la sepultura,พิธีฝังศพ (s),e
la sequía,ความแห้งแล้ง,y
la servilleta,ผ้าเช็ดปาก,y
la señalización,การส่งสัญญาณ,y
la siderurgia,อุตสาหกรรมผลิตเหล็ก,y
la sierra,เลื่อย แนวเทือกเขา (!c),y
la sinagoga,โบสถ์ยิว,y
la soberanía,อำนาจอธิปไตย,y
la sobrina,หลานสาวของลุงป้าน้าอา,y
la sombra,เงา,y
la subasta,การประมูล,y
la subfusil,ปืนกลมือ (!m),y
la sucursal,สาขา สำนักงานสาขา,y
la suegra,แม่ยาย,y
la superstición,ความเชื่อเหนือธรรมชาติ ผีสาง,y
la suricata,เมียร์แคต,y
la suspicacia,ความคลางแคลงใจ (!d),y
la sábana,ผ้าปูเตียง,y
la taquilla,ล็อกเกอร์,y
la tarima,เวทีในห้องเรียน (พื้นยกระดับสำหรับอาจารย์),y
la tarjeta de embarque,บอร์ดดิงพาส,y
la tartana,รถเข็น (เกวียนม้า),y
la taza,แก้วกาแฟ,y
la tela,ผ้า (!r),y
la tela marinera,ผ้ากะลาสี เรื่องยิ่งใหญ่ ยาก สำคัญ,y
la tijera,กรรไกร,y
la tijera,กรรไกร,y
la tijereta,แมลงหางหนีบ,y
la timidez,ความขี้อาย,y
la tiza,ชอล์ค,y
la toalla,ผ้าเช็ดตัว,y
la tonelada,"ตัน (๑,๐๐๐ กก.)",y
la torre,หอคอย,y
la torta,เค้ก (!p),y
la tortícolis,โรคคอเอียง,y
la tostadora,เครื่องปิ้งขนมปัง,y
la trama,พล็อตเรื่อง เนื้อเรื่อง,y
la trenca,เสื้อโค้ต,
la tribu,เผ่า ชนเผ่า,y
la tripa,สะดือ ลำไส้,y
la trombosis,ลิ่มเลือดอุดตัน,y
la trompa,งวงช้าง ฮอร์น,y
la tráquea,หลอดลม,y
la tubería,ท่อน้ำ,y
la tumba,หลุมศพ,y
la turbación,ความยุ่งเหยิง ความวุ่นวาย ไม่เป็นระบบระเบียบ,
la unanimidad,ความเป็นเอกฉันท์,y
la urbe,เมืองใหญ่,y
la urna,หีบเลือกตั้ง,y
la urticaria,โรคลมพิษ,y
la vainilla,วานิลา,y
la vajilla,จานชาม,y
la vara,กิ่ง แท่ง ท่อน,y
la vejiga,กระเพาะปัสสาวะ,y
la vela,เทียน,y
la vena,เส้นเลือดดำ,y
la venda,ผ้าผูก,y
la venganza,การแก้แค้น,y
la venta,การขาย,y
la ventaja,ข้อดี ข้อได้เปรียบ,y
la ventanilla,หน้าต่างในยานพาหนะ,y
la ventisca,พายุหิมะ,y
la verja,รั้ว,y
la viabilidad,ความอยู่รอดได้,y
la viga,คาน,y
la virtud,ข้อเสีย,y
la viruela,ฝีดาษ,y
la viscosidad,ความเหนียว ความหนืด,y
la vitrina,ตู้โชว์ ตู้แช่ (กระจก) (เช่นที่ใส่เค้ก ขนมปัง),y
la vitrocerámica,เตาไฟฟ้า (กระจกแก้ว / เหนี่ยวนำ),y
la vivienda,ที่อยู่อาศัย (!h!ll),Y
la vocación,ความเป็นไปที่โชคชะตาฟ้ากำหนด อาชีพ,y
la vuelta al mundo,การเดินทางรอบโลก,y
la xilografía,ศิลปะการแกะสลักไม้,y
la yegua,ม้าตัวเมีย,y
la yema,ไข่แดง,y
la yema (de planta),ตา (ต้นไม้),y
la órbita,วงโคจร,y
la úvula,ลิ้นไก่ (!c),y
lacerar,เฉือน ข่วน ทำให้ฉีกขาด,y
ladrar,เห่า,y
lamentar,รู้สึกผิด รู้สึกเสียใจ (!a),y
lamer,เลีย,y
las Cortes Generales,รัฐสภา (สเปน),y
las agujetas,การปวดเมื่อยกล้ามเนื้อ,y
las bodas de oro,การฉลองครอบรอบแต่งงานปีที่ ๕๐,y
las ceras (para pintar),สีเทียน,y
las cerillas,ไม้ขีดไฟ,y
las gachas de avena,ข้าวโอ๊ตบด,y
las hemorroides,ริดสีดวงทวาร,y
las horas punta,ชั่วโมงเร่งด่วน,y
las náuseas,อาการคลื่นไส้,y
las palomitas,ป๊อปคอร์น,y
las tijeras para uñas,กรรไกรตัดเล็บ,y
lesionarse,บาดเจ็บ,y
letal,ถึงตาย,
levantino,ซึ่งมาจากชายฝั่งตะวันออกของสเปน,y
liado,ยุ่ง พัวพัน มีเรื่อง งานเข้า,y
liarla parda,(สำนวน) เข้าไปพัวพันกับเรื่องแย่ ๆ,y
licántropo,ที่ถูกสาป(ให้เป็นมนุษย์หมาป่า),y
ligero,เบา น้อยนิด,y
lila,สีม่วงอ่อน,y
limeño,คำคุณศัพท์ของเมือง Lima,y
liquidar,ชำระหนี้ สะสาง,y
liso/lacio,(ผม)ตรง,
literario,ที่เกี่ยวกับวรรณคดี,y
llevarse a cabo,สมบูรณ์ ถูกทำให้เสร็จ,y
llevarse bien (con alguien),สนิทกับ…,y
llevarse mal (con alguien),ไม่สนิทกับ…,y
llover a cántaros,ฝนตกหนักมาก (สำนวน),y
lluvioso,ที่มีฝนตก,y
lo barato sale caro,(สำนวน) เสียน้อยเสียยาก เสียมากเสียง่าย,y
longevo,ที่มีอายุยืนยาว,y
los abdominales,กล้ามหน้าท้อง (ซิกแพ็ก),y
los añicos,เศษเป็นชิ้น ๆ (!r),y
los bonos del estado,หนี้สาธารณะ,y
los calzoncillos,กางเกงใน,y
los copos de avena,ซีเรียลข้าวโอ๊ต,y
los granos de café,เมล็ดกาแฟ,y
los pendientes,ตุ้มหู,y
los tacones,ส้นสูง,y
los tallarines,อาหารประเภทเส้น,y
los tapones,ที่อุดหู,y
los torreznos,หมูกรอบ,y
los torreznos tendilla,แคบหมู,y
los vaqueros,กางเกงยีนส์,y
los víveres,อาหาร ของกิน เสบียง,y
macrobiótico,ที่เกี่ยวกับการรับประทานอาหารธรรมชาติ,
maduro,สุก,y
maligno,ชั่วร้าย,
malvado,ร้าย นิสัยไม่ดี,y
manchego,คำคุณศัพท์ของ La Mancha,y
manejar,"จัดการ รับมือ (en: handle, operate)",y
maniatar,มัดมือ,y
manosear,จับ คว้า คลำ,
martillar,ตอก (ตะปู) ด้วยค้อน,y
masticar,เคี้ยว,y
matar moscas a cañonazos,ขี่ช้างจับตั๊กแตน,y
materno,ที่เกี่ยวกับแม่,y
maullar,(แมว)ร้องเหมียว,y
mear,ปัสสาวะ (ภาษาพูด),y
mecer,โยก,y
mediante,ด้วยวิธี~ ผ่านทาง~,y
medrar,เติบโต เติบใหญ่,
melódico,ไพเราะ,y
menospreciar,ดูถูก ดูหมิ่น เหยียดหยาม,y
merecerse,สมควร,
meter la nariz,แทรกแซง เข้าไปยุ่งเรื่องของคนอื่น,y
meter la pata,ทำให้ยุ่งเหยิง ทำให้เรื่องวุ่นวาย,
meterse,ก้าวก่าย ยุ่ง พัวพัน (กริยา),y
meterse a alguien en el bote,(สำนวน) เกลี้ยกล่อม ชักจูง พูดตะล่อม,y
meteórico,เกี่ยวกับกรมอุตุ เกี่ยวกับบรรยากาศ ที่ประสบความสำเร็จรวดเร็วมาก,y
milenario,(คุณศัพท์) หลายพันปี โบราณ,y
milésimo,อันดับที่พัน,y
mimar,ตามใจ,y
minucioso,ย่อย ละเอียด,y
mirar de soslayo,มองด้วยหางตา,y
modesto,ถ่อมตัว เรียบร้อย (!h!a),y
mogollón,มาก เยอะ,
molar un pegote,วิเศษ,
monitorear,จับตาดู เฝ้าระวัง เฝ้าดู,y
montar un pollo,(สำนวน) สร้างสถานการณ์,y
morder,กัด,y
morder el polvo,แหลก ย่อยยับ แพ้อย่างราบคาบ,y
moreno (piel),(ผิว)คล้ำ,y
moribundo,ซึ่งใกล้ตาย,y
mosquear,ทำให้น่าสงสัย ไล่แมลงวัน ทำให้รำคาญ (!e),y
mural,ที่เกี่ยวกับกำแพง,y
murmurar / murmullar,พึมพำ (m),y
musitar,พูดด้วยเสียงเบา กระซิบ,
mutar,กลายพันธุ์ เปลี่ยนแปลง,y
mítico,ที่เกี่ยวกับเรื่องหลอกหลวง (mito),y
naufragar,อับปาง,y
neoclásico,แบบคลาสสิกใหม่,y
ni el tato,ไม่มีใครเลย,
ni fú ni fá,เฉย ๆ,
no dar ni un palo al agua,ไม่ทำอะไร ไม่ทำงาน (สำนวน),y
no tener pelos en la lengua,(สำนวน) พูดจาขวานผ่าซาก พูดตรง ๆ,y
nocturno,ที่เกี่ยวกับตอนกลางคืน,y
notarse,เห็นได้ชัด เริ่มสังเกตเห็นได้ เด่น,y
nupcial,ที่เกี่ยวกับพิธีแต่งงาน,y
nutrido,ที่เต็มไปด้วย ซึ่งพรั่งพร้อมสมบูรณ์,
náutico,ที่เกี่ยวกับการเดินเรือ ทางทะเล,y
obsceno,ลามก น่ารังเกียจ อนาจาร,y
obsequiar,มอบเป็นของขวัญ (o),y
obstaculizar,ทำให้เกิดอุปสรรค,y
obviar,หลีกเลี่ยง (o),y
okupar,ครอบครอง/เข้าไปอยู่โดยไม่ได้รับอนุญาต,y
opuesto,ที่อยู่ตรงข้าม,y
orinar,ปัสสาวะ (ทางการ),y
oscurecer,ทำให้มืด,y
otorgar,มอบรางวัล ให้รางวัล,y
oxidado,เป็นสนิม,y
padecer,ดิ้นรน ทรมาน,y
palidecer,กลายเป็นสีซีด,y
palpable,จับต้องได้,y
paradójico,ซึ่งย้อนแย้ง (!pm),y
parapetar,กำบัง หลบภัย หลบซ่อน,y
pardo,สีน้ำตาลเทา,y
parpadear,กระพริบตา,y
pasarse el arroz (a alguien),พลาดโอกาส เสียเวลา (สำนวน),y
pasota,ซึ่งไม่สนโลก,y
pastoso,นิ่ม เหนียว (เหมือนแป้งทำขนม),y
paterno,ที่เกี่ยวกับพ่อ,y
patinar,สเก็ต ไถล (กริยา),y
patoso,ซุ่มซ่าม,y
patrocinar,เป็นสปอนเซอร์ ให้การสนับสนุน,y
paulatino,ค่อย ๆ ช้า ๆ (p),y
peatonal,ที่เกี่ยวกับคนเดินเท้า,y
pectoral,ที่เกี่ยวกับอก (คำคุณศัพท์ของ el pecho),y
pedrusco,ที่แข็งเหมือนหิน,y
pelar,ปอก(เปลือก),y
pelazo,ซึ่งมีผมดก,y
peleón,ก้าวร้าว รุนแรง ดื้อรั้น,y
pelirrojo,(ผม)สีแดง,y
pellizcar,หยิก,y
percatar,รู้ถึง (มึ้ง) (p),y
perder los estribos,(สำนวน) ฟิวส์ขาด ปรี๊ดแตก สูญเสียความอดทน สูญเสียการควบคุม,y
perforar,เจาะรู แทง,y
perjudicar,ทำลาย (p),y
pernoctar,ค้างคืน,y
perseguir,ไล่ตาม แสวงหา,y
perspicaz,หลวก เฉลียว ฉลาด,y
piar,(นก)ร้อง ร้องจิ๊บ ๆ,y
pillar el toro (a alguien),ไฟลนก้น ทำช่วงนาทีสุดท้าย,y
pingüe,เยอะแยะ มาก,
piripi,เมา (caló),y
pisar,เหยียบ,y
pisar a fondo,เหยียบมิด เหยียบให้สุด,y
pisotear,กระทืบ,y
pitar,เป่านกหวีด,y
planchar,รีดผ้า,y
plateado,สีเงิน,y
policromado,ซึ่งมีหลายสี,y
polémico,เป็นที่ขัดแย้ง เป็นที่โต้แย้ง,y
poner en neutro,เข้าเกียร์ว่าง,y
ponerse como un tomate,เขินจนหน้าแดง (สำนวน ponerse ~),y
ponerse como una sopa,เปียกโชก (สำนวน ponerse ~),y
ponerse las pilas,ลงมือทำอย่างกระฉับกระเฉง,y
ponerse manos a la obra,เริ่มทำงาน (สำนวน),y
por doquier,ทั่วทุกที่,y
por encima de mi cadáver,ต้องข้ามศพฉันไปก่อน,y
por ende,ด้วยเหตุนี้,
portátil,ที่พกพาง่าย,y
postizo,ปลอม ไม่แท้,y
potabilizar,ทำให้บริสุทธิ์,y
potable,ที่ดื่มได้,y
precintar,ปิดผนึก อายัด,y
precipitar,รีบเร่ง รีบร้อน ลนลาน ทำให้เกิดไวขึ้น (!a),y
prefigurar,(คำกริยา) พยากรณ์ คาดการณ์ บอกเหตุล่วงหน้า,y
prematuro,ซึ่งมาก่อนเวลา ซึ่งมาก่อนวัย,y
presenciar,เป็นพยาน ประจักษ์ในเหตุการณ์,y
presumir,อวด (!a),y
pretender,ตั้งใจ หวังว่า คาดว่า,
privar (de ~),ช่วงชิง~ แย่ง~,
profundizar,เรียนรู้ให้ลึกซึ้ง,y
prohibido,(จราจร) ห้ามผ่าน,y
prohibido adelantar,(จราจร) ห้ามแซง,y
prohibido dar la vuelta,(จราจร) ห้ามกลับรถ,y
proliferar,แพร่พันธุ์ ทำให้เพิ่มจำนวนอย่างรวดเร็ว,y
promiscuo,ที่สำส่อน,y
propiciar,ช่วยทำให้เกิด (p),y
propocionar,แบ่งปัน จัดสรร,
proveer,ให้อุปทาน จ่าย(สาธารณูปโภค) (p),y
psicópata,ที่โรคจิต ที่เกี่ยวกับอาการทางจิตเวช (เกี่ยวกับผู้ป่วย),y
psiquiátrico,เกี่ยวกับจิตวิทยา จิตเวช (วิทยา ไม่ใช่ผู้ป่วย),y
puertorriqueño,คำคุณศัพท์ของปัวร์โตริโก,y
pulverizar,บด ทำให้เป็นผง,y
punzante,ที่แหลมคม ที่จิกกัด ที่กัดกร่อน,y
pálido,ซีด,y
quedar bien,เข้ากันดีกับ(สิ่งของ เสื้อผ้า),y
quedar grande,หนักหนาสาหัส รับมือไม่ไหว คนละชั้น,y
quedar mal,ไม่เข้ากันกับ(สิ่งของ เสื้อผ้า),y
quemar,เผา,y
quitar la mesa,เก็บโต๊ะ,y
radiante,ส่องสว่าง มีความสุข,
ranchero,ที่เกี่ยวกับการทำฟาร์มและปศุสัตว์,y
rapar,โกนผม โกนขน,y
rascar,เกา,y
raspar,ขูด ไส ไถออก,y
rastrear,สืบสาว ตามหาด้วยเบาะแส,y
rayar,ขีด ทำให้เป็นรอย,y
reanudar,ทำต่อ ดำเนินการต่อ,y
rebobinar,ย้อนเวลา (กริยา),y
rebotar,เด้ง สะท้อน เด้งกระดึ๋ง ตีกลับ,y
recalcar,เน้นเสียง เน้นย้ำ,y
rechinar,ทำเสียงเอี๊ยด,y
recortar,ครอป,y
recrudecer,ทำให้แย่ลง,
recóndito,ที่ห่างไกล ที่ซ่อนเร้น,y
redactar,เขียน (เป็นย่อหน้า เรียงความ),y
redondo,กลม,y
reencarnar,เกิดใหม่ กลับชาติมาเกิด,y
refunfuñar,ฮึดฮัด ฟึดฟัด,y
regar,รดน้ำต้นไม้,y
regatear,ต่อรองราคา,y
regir,ปกครอง ควบคุม บริหารราชการ (!g),y
relinchar,(ม้า)ร้อง,y
remangar,เลิก (แขนเสื้อ),y
remolcar,ลากจูง,y
remugar,เคี้ยวเอื้อง ครุ่นคิด ค่อย ๆ พิจารณา (๓),y
rendir,ปฏิบัติ สร้างผลงาน ทำให้เหนื่อย ทำให้เกิด,y
rentable,ที่มีกำไร ที่มีผลประโยชน์ (!b),y
repentino,(คำคุณศัพท์) อย่างทันที,y
repercutir,มีผลกระทบ (ทางอ้อม),y
repletar,ยัด ทำให้เต็มพิกัด ทำให้เต็มปริ่ม (!e),y
resaltar,เน้นข้อความ ไฮไลต์,y
resbaladizo,ที่ลื่น ที่ละเอียดอ่อน,
resbalarse,สะดุด (r),y
rescatar,ช่วยชีวิต,
resfriarse,เป็นหวัด,y
resoplar,พ่นลมปาก,y
resplandecer,ส่องแสง สะท้อนเป็นประกาย,y
restante,ที่เหลือ (คุณศัพท์),y
restringir,จำกัด (!l),y
resultante,ที่เป็นผลลัพธ์,y
retar,ท้า (r),y
